10,A1,14,A1,10-A1,14-A1
10,A2,14,A2,10-A2,14-A2
10,A3,14,A3,10-A3,14-A3
10,A4,14,A4,10-A4,14-A4
10,A5,14,A5,10-A5,14-A5
10,A6,14,A6,10-A6,14-A6
10,A7,14,A7,10-A7,14-A7
10,A8,14,A8,10-A8,14-A8
10,A9,14,A9,10-A9,14-A9
10,A10,14,A10,10-A10,14-A10
10,A11,14,A11,10-A11,14-A11
10,A12,14,A12,10-A12,14-A12
10,A13,14,A13,10-A13,14-A13
10,A14,14,A14,10-A14,14-A14
10,A15,14,A15,10-A15,14-A15
10,A16,14,A16,10-A16,14-A16
10,A17,14,P14,10-A17,14-P14
10,A18,14,P15,10-A18,14-P15
10,A19,14,P16,10-A19,14-P16
10,A20,,洽主辦方更換座位,10-A20,-洽主辦方更換座位
10,B1,14,B1,10-B1,14-B1
10,B2,14,B2,10-B2,14-B2
10,B3,14,B3,10-B3,14-B3
10,B4,14,B4,10-B4,14-B4
10,B5,14,B5,10-B5,14-B5
10,B6,14,B6,10-B6,14-B6
10,B7,14,B7,10-B7,14-B7
10,B8,14,B8,10-B8,14-B8
10,B9,14,B9,10-B9,14-B9
10,B10,14,B10,10-B10,14-B10
10,B11,14,B11,10-B11,14-B11
10,B12,14,B12,10-B12,14-B12
10,B13,14,B13,10-B13,14-B13
10,B14,14,B14,10-B14,14-B14
10,B15,14,B15,10-B15,14-B15
10,B16,14,B16,10-B16,14-B16
10,B17,14,P4,10-B17,14-P4
10,B18,14,P3,10-B18,14-P3
10,B19,14,P2,10-B19,14-P2
10,B20,14,P1,10-B20,14-P1
10,C1,14,C1,10-C1,14-C1
10,C2,14,C2,10-C2,14-C2
10,C3,14,C3,10-C3,14-C3
10,C4,14,C4,10-C4,14-C4
10,C5,14,C5,10-C5,14-C5
10,C6,14,C6,10-C6,14-C6
10,C7,14,C7,10-C7,14-C7
10,C8,14,C8,10-C8,14-C8
10,C9,14,C9,10-C9,14-C9
10,C10,14,C10,10-C10,14-C10
10,C11,14,C11,10-C11,14-C11
10,C12,14,C12,10-C12,14-C12
10,C13,14,C13,10-C13,14-C13
10,C14,14,C14,10-C14,14-C14
10,C15,14,C15,10-C15,14-C15
10,C16,14,C16,10-C16,14-C16
10,C17,14,P10,10-C17,14-P10
10,C18,14,P11,10-C18,14-P11
10,C19,14,P12,10-C19,14-P12
10,C20,14,P13,10-C20,14-P13
10,D1,14,D1,10-D1,14-D1
10,D2,14,D2,10-D2,14-D2
10,D3,14,D3,10-D3,14-D3
10,D4,14,D4,10-D4,14-D4
10,D5,14,D5,10-D5,14-D5
10,D6,14,D6,10-D6,14-D6
10,D7,14,D7,10-D7,14-D7
10,D8,14,D8,10-D8,14-D8
10,D9,14,D9,10-D9,14-D9
10,D10,14,D10,10-D10,14-D10
10,D11,14,D11,10-D11,14-D11
10,D12,14,D12,10-D12,14-D12
10,D13,14,D13,10-D13,14-D13
10,D14,14,D14,10-D14,14-D14
10,D15,14,D15,10-D15,14-D15
10,D16,14,D16,10-D16,14-D16
10,D17,14,M7,10-D17,14-M7
10,D18,14,M6,10-D18,14-M6
10,D19,14,M5,10-D19,14-M5
10,D20,14,M4,10-D20,14-M4
10,E1,14,E1,10-E1,14-E1
10,E2,14,E2,10-E2,14-E2
10,E3,14,E3,10-E3,14-E3
10,E4,14,E4,10-E4,14-E4
10,E5,14,E5,10-E5,14-E5
10,E6,14,E6,10-E6,14-E6
10,E7,14,E7,10-E7,14-E7
10,E8,14,E8,10-E8,14-E8
10,E9,14,E9,10-E9,14-E9
10,E10,14,E10,10-E10,14-E10
10,E11,14,E11,10-E11,14-E11
10,E12,14,E12,10-E12,14-E12
10,E13,14,E13,10-E13,14-E13
10,E14,14,E14,10-E14,14-E14
10,E15,14,E15,10-E15,14-E15
10,E16,14,E16,10-E16,14-E16
10,E17,14,N8,10-E17,14-N8
10,E18,14,N7,10-E18,14-N7
10,E19,14,N6,10-E19,14-N6
10,E20,14,N5,10-E20,14-N5
10,F1,14,M2,10-F1,14-M2
10,F2,14,M3,10-F2,14-M3
10,F3,14,F3,10-F3,14-F3
10,F4,14,F4,10-F4,14-F4
10,F5,14,F5,10-F5,14-F5
10,F6,14,F6,10-F6,14-F6
10,F7,14,F7,10-F7,14-F7
10,F8,14,F8,10-F8,14-F8
10,F9,14,F9,10-F9,14-F9
10,F10,14,F10,10-F10,14-F10
10,F11,14,F11,10-F11,14-F11
10,F12,14,F12,10-F12,14-F12
10,F17,14,N9,10-F17,14-N9
10,F18,14,N10,10-F18,14-N10
10,F19,14,N11,10-F19,14-N11
10,F20,14,N12,10-F20,14-N12
10,G1,14,G1,10-G1,14-G1
10,G2,14,G2,10-G2,14-G2
10,G3,14,G3,10-G3,14-G3
10,G4,14,G4,10-G4,14-G4
10,G5,14,G5,10-G5,14-G5
10,G6,14,G6,10-G6,14-G6
10,G7,14,G7,10-G7,14-G7
10,G8,14,G8,10-G8,14-G8
10,G9,14,G9,10-G9,14-G9
10,G10,14,G10,10-G10,14-G10
10,G11,14,G11,10-G11,14-G11
10,G12,14,G12,10-G12,14-G12
10,G13,14,G13,10-G13,14-G13
10,G14,14,G14,10-G14,14-G14
10,G15,14,G15,10-G15,14-G15
10,G16,14,G16,10-G16,14-G16
10,G17,14,O8,10-G17,14-O8
10,G18,14,O7,10-G18,14-O7
10,G19,14,O6,10-G19,14-O6
10,G20,14,O5,10-G20,14-O5
10,H1,14,H1,10-H1,14-H1
10,H2,14,H2,10-H2,14-H2
10,H3,14,H3,10-H3,14-H3
10,H4,14,H4,10-H4,14-H4
10,H5,14,H5,10-H5,14-H5
10,H6,14,H6,10-H6,14-H6
10,H7,14,H7,10-H7,14-H7
10,H8,14,H8,10-H8,14-H8
10,H9,14,H9,10-H9,14-H9
10,H10,14,H10,10-H10,14-H10
10,H11,14,H11,10-H11,14-H11
10,H12,14,H12,10-H12,14-H12
10,H13,14,H13,10-H13,14-H13
10,H14,14,H14,10-H14,14-H14
10,H15,14,H15,10-H15,14-H15
10,H16,14,H16,10-H16,14-H16
10,H17,14,O9,10-H17,14-O9
10,H18,14,O10,10-H18,14-O10
10,H19,14,O11,10-H19,14-O11
10,H20,14,O12,10-H20,14-O12
10,I1,14,I1,10-I1,14-I1
10,I2,14,I2,10-I2,14-I2
10,I3,14,I3,10-I3,14-I3
10,I4,14,I4,10-I4,14-I4
10,I5,14,I5,10-I5,14-I5
10,I6,14,I6,10-I6,14-I6
10,I7,14,I7,10-I7,14-I7
10,I8,14,I8,10-I8,14-I8
10,I9,14,I9,10-I9,14-I9
10,I10,14,I10,10-I10,14-I10
10,I11,14,I11,10-I11,14-I11
10,I12,14,I12,10-I12,14-I12
10,I13,14,I13,10-I13,14-I13
10,I14,14,I14,10-I14,14-I14
10,I15,14,I15,10-I15,14-I15
10,I16,14,I16,10-I16,14-I16
10,I17,14,N13,10-I17,14-N13
10,I18,14,N14,10-I18,14-N14
10,I19,14,N15,10-I19,14-N15
10,I20,14,N16,10-I20,14-N16
10,J1,14,J1,10-J1,14-J1
10,J2,14,J2,10-J2,14-J2
10,J3,14,J3,10-J3,14-J3
10,J4,14,J4,10-J4,14-J4
10,J5,14,J5,10-J5,14-J5
10,J6,14,J6,10-J6,14-J6
10,J7,14,J7,10-J7,14-J7
10,J8,14,J8,10-J8,14-J8
10,J9,14,J9,10-J9,14-J9
10,J10,14,J10,10-J10,14-J10
10,J11,14,J11,10-J11,14-J11
10,J12,14,J12,10-J12,14-J12
10,J13,14,J13,10-J13,14-J13
10,J14,14,J14,10-J14,14-J14
10,J15,14,J15,10-J15,14-J15
10,J16,14,J16,10-J16,14-J16
10,J17,14,N4,10-J17,14-N4
10,J18,14,N3,10-J18,14-N3
10,J19,14,N2,10-J19,14-N2
10,J20,14,N1,10-J20,14-N1
10,K1,14,K1,10-K1,14-K1
10,K2,14,K2,10-K2,14-K2
10,K3,14,K3,10-K3,14-K3
10,K4,14,K4,10-K4,14-K4
10,K5,14,K5,10-K5,14-K5
10,K6,14,K6,10-K6,14-K6
10,K7,14,K7,10-K7,14-K7
10,K8,14,K8,10-K8,14-K8
10,K9,14,K9,10-K9,14-K9
10,K10,14,K10,10-K10,14-K10
10,K11,14,K11,10-K11,14-K11
10,K12,14,K12,10-K12,14-K12
10,K13,14,K13,10-K13,14-K13
10,K14,14,K14,10-K14,14-K14
10,K15,14,K15,10-K15,14-K15
10,K16,14,K16,10-K16,14-K16
10,K17,14,O13,10-K17,14-O13
10,K18,14,O14,10-K18,14-O14
10,K19,14,O15,10-K19,14-O15
10,K20,14,O16,10-K20,14-O16
10,L1,14,L1,10-L1,14-L1
10,L2,14,L2,10-L2,14-L2
10,L3,14,L3,10-L3,14-L3
10,L4,14,L4,10-L4,14-L4
10,L5,14,L5,10-L5,14-L5
10,L6,14,L6,10-L6,14-L6
10,L7,14,L7,10-L7,14-L7
10,L8,14,L8,10-L8,14-L8
10,L9,14,L9,10-L9,14-L9
10,L10,14,L10,10-L10,14-L10
10,L11,14,L11,10-L11,14-L11
10,L12,14,L12,10-L12,14-L12
10,L13,14,L13,10-L13,14-L13
10,L14,14,L14,10-L14,14-L14
10,L15,14,L15,10-L15,14-L15
10,L16,14,L16,10-L16,14-L16
10,L17,14,O4,10-L17,14-O4
10,L18,14,O3,10-L18,14-O3
10,L19,14,O2,10-L19,14-O2
10,L20,14,O1,10-L20,14-O1
10,M1,14,M1,10-M1,14-M1
10,M8,14,M8,10-M8,14-M8
10,M9,14,M9,10-M9,14-M9
10,M10,14,M10,10-M10,14-M10
10,M11,14,M11,10-M11,14-M11
10,M12,14,M12,10-M12,14-M12
10,M13,14,M13,10-M13,14-M13
10,M14,14,M14,10-M14,14-M14
10,M15,14,M15,10-M15,14-M15
10,M16,14,M16,10-M16,14-M16
11,A1,5,A1,11-A1,5-A1
11,A2,5,A2,11-A2,5-A2
11,A3,5,A3,11-A3,5-A3
11,A4,5,A4,11-A4,5-A4
11,A5,5,A5,11-A5,5-A5
11,A6,5,A6,11-A6,5-A6
11,A7,5,A7,11-A7,5-A7
11,A8,5,A8,11-A8,5-A8
11,A9,5,A9,11-A9,5-A9
11,A10,5,A10,11-A10,5-A10
11,A11,5,A11,11-A11,5-A11
11,A12,5,A12,11-A12,5-A12
11,A13,5,A13,11-A13,5-A13
11,A14,5,A14,11-A14,5-A14
11,A15,5,A15,11-A15,5-A15
11,A16,5,A16,11-A16,5-A16
11,A17,5,A17,11-A17,5-A17
11,A18,5,A18,11-A18,5-A18
11,A19,,"更換至5廳或17廳,洽服務台",11-A19,"-更換至5廳或17廳,洽服務台"
11,A20,,"更換至5廳或17廳,洽服務台",11-A20,"-更換至5廳或17廳,洽服務台"
11,B1,5,B1,11-B1,5-B1
11,B2,5,B2,11-B2,5-B2
11,B3,5,B3,11-B3,5-B3
11,B4,5,B4,11-B4,5-B4
11,B5,5,B5,11-B5,5-B5
11,B6,5,B6,11-B6,5-B6
11,B7,5,B7,11-B7,5-B7
11,B8,5,B8,11-B8,5-B8
11,B9,5,B9,11-B9,5-B9
11,B10,5,B10,11-B10,5-B10
11,B11,5,B11,11-B11,5-B11
11,B12,5,B12,11-B12,5-B12
11,B13,5,B13,11-B13,5-B13
11,B14,5,B14,11-B14,5-B14
11,B15,5,B15,11-B15,5-B15
11,B16,5,B16,11-B16,5-B16
11,B17,5,B17,11-B17,5-B17
11,B18,5,B18,11-B18,5-B18
11,B19,,"更換至5廳或17廳,洽服務台",11-B19,"-更換至5廳或17廳,洽服務台"
11,B20,,"更換至5廳或17廳,洽服務台",11-B20,"-更換至5廳或17廳,洽服務台"
11,C1,5,C1,11-C1,5-C1
11,C2,5,C2,11-C2,5-C2
11,C3,5,C3,11-C3,5-C3
11,C4,5,C4,11-C4,5-C4
11,C5,5,C5,11-C5,5-C5
11,C6,5,C6,11-C6,5-C6
11,C7,5,C7,11-C7,5-C7
11,C8,5,C8,11-C8,5-C8
11,C9,5,C9,11-C9,5-C9
11,C10,5,C10,11-C10,5-C10
11,C11,5,C11,11-C11,5-C11
11,C12,5,C12,11-C12,5-C12
11,C13,5,C13,11-C13,5-C13
11,C14,5,C14,11-C14,5-C14
11,C15,5,C15,11-C15,5-C15
11,C16,5,C16,11-C16,5-C16
11,C17,5,C17,11-C17,5-C17
11,C18,5,C18,11-C18,5-C18
11,C19,,"更換至5廳或17廳,洽服務台",11-C19,"-更換至5廳或17廳,洽服務台"
11,C20,,"更換至5廳或17廳,洽服務台",11-C20,"-更換至5廳或17廳,洽服務台"
11,D1,5,D1,11-D1,5-D1
11,D2,5,D2,11-D2,5-D2
11,D3,5,D3,11-D3,5-D3
11,D4,5,D4,11-D4,5-D4
11,D5,5,D5,11-D5,5-D5
11,D6,5,D6,11-D6,5-D6
11,D7,5,D7,11-D7,5-D7
11,D8,5,D8,11-D8,5-D8
11,D9,5,D9,11-D9,5-D9
11,D10,5,D10,11-D10,5-D10
11,D11,5,D11,11-D11,5-D11
11,D12,5,D12,11-D12,5-D12
11,D13,5,D13,11-D13,5-D13
11,D14,5,D14,11-D14,5-D14
11,D15,5,D15,11-D15,5-D15
11,D16,5,D16,11-D16,5-D16
11,D17,5,D17,11-D17,5-D17
11,D18,5,D18,11-D18,5-D18
11,D19,,"更換至5廳或17廳,洽服務台",11-D19,"-更換至5廳或17廳,洽服務台"
11,D20,,"更換至5廳或17廳,洽服務台",11-D20,"-更換至5廳或17廳,洽服務台"
11,E1,5,E1,11-E1,5-E1
11,E2,5,E2,11-E2,5-E2
11,E3,5,E3,11-E3,5-E3
11,E4,5,E4,11-E4,5-E4
11,E5,5,E5,11-E5,5-E5
11,E6,5,E6,11-E6,5-E6
11,E7,5,E7,11-E7,5-E7
11,E8,5,E8,11-E8,5-E8
11,E9,5,E9,11-E9,5-E9
11,E10,5,E10,11-E10,5-E10
11,E11,5,E11,11-E11,5-E11
11,E12,5,E12,11-E12,5-E12
11,E13,5,E13,11-E13,5-E13
11,E14,5,E14,11-E14,5-E14
11,E15,5,E15,11-E15,5-E15
11,E16,5,E16,11-E16,5-E16
11,E17,5,E17,11-E17,5-E17
11,E18,5,E18,11-E18,5-E18
11,E19,,"更換至5廳或17廳,洽服務台",11-E19,"-更換至5廳或17廳,洽服務台"
11,E20,,"更換至5廳或17廳,洽服務台",11-E20,"-更換至5廳或17廳,洽服務台"
11,F1,5,F1,11-F1,5-F1
11,F2,5,F2,11-F2,5-F2
11,F3,5,F3,11-F3,5-F3
11,F4,5,F4,11-F4,5-F4
11,F5,5,F5,11-F5,5-F5
11,F6,5,F6,11-F6,5-F6
11,F7,5,F7,11-F7,5-F7
11,F8,5,F8,11-F8,5-F8
11,F9,5,F9,11-F9,5-F9
11,F10,5,F10,11-F10,5-F10
11,F11,5,F11,11-F11,5-F11
11,F12,5,F12,11-F12,5-F12
11,F17,5,F17,11-F17,5-F17
11,F18,5,F18,11-F18,5-F18
11,F19,,"更換至5廳或17廳,洽服務台",11-F19,"-更換至5廳或17廳,洽服務台"
11,F20,,"更換至5廳或17廳,洽服務台",11-F20,"-更換至5廳或17廳,洽服務台"
11,G1,5,G1,11-G1,5-G1
11,G2,5,G2,11-G2,5-G2
11,G3,5,G3,11-G3,5-G3
11,G4,5,G4,11-G4,5-G4
11,G5,5,G5,11-G5,5-G5
11,G6,5,G6,11-G6,5-G6
11,G7,5,G7,11-G7,5-G7
11,G8,5,G8,11-G8,5-G8
11,G9,5,G9,11-G9,5-G9
11,G10,5,G10,11-G10,5-G10
11,G11,5,G11,11-G11,5-G11
11,G12,5,G12,11-G12,5-G12
11,G13,5,G13,11-G13,5-G13
11,G14,5,G14,11-G14,5-G14
11,G15,5,G15,11-G15,5-G15
11,G16,5,G16,11-G16,5-G16
11,G17,5,G17,11-G17,5-G17
11,G18,5,G18,11-G18,5-G18
11,G19,,"更換至5廳或17廳,洽服務台",11-G19,"-更換至5廳或17廳,洽服務台"
11,G20,,"更換至5廳或17廳,洽服務台",11-G20,"-更換至5廳或17廳,洽服務台"
11,H1,5,H1,11-H1,5-H1
11,H2,5,H2,11-H2,5-H2
11,H3,5,H3,11-H3,5-H3
11,H4,5,H4,11-H4,5-H4
11,H5,5,H5,11-H5,5-H5
11,H6,5,H6,11-H6,5-H6
11,H7,5,H7,11-H7,5-H7
11,H8,5,H8,11-H8,5-H8
11,H9,5,H9,11-H9,5-H9
11,H10,5,H10,11-H10,5-H10
11,H11,5,H11,11-H11,5-H11
11,H12,5,H12,11-H12,5-H12
11,H13,5,H13,11-H13,5-H13
11,H14,5,H14,11-H14,5-H14
11,H15,5,H15,11-H15,5-H15
11,H16,5,H16,11-H16,5-H16
11,H17,5,H17,11-H17,5-H17
11,H18,5,H18,11-H18,5-H18
11,H19,,"更換至5廳或17廳,洽服務台",11-H19,"-更換至5廳或17廳,洽服務台"
11,H20,,"更換至5廳或17廳,洽服務台",11-H20,"-更換至5廳或17廳,洽服務台"
11,I1,5,I1,11-I1,5-I1
11,I2,5,I2,11-I2,5-I2
11,I3,5,I3,11-I3,5-I3
11,I4,5,I4,11-I4,5-I4
11,I5,5,I5,11-I5,5-I5
11,I6,5,I6,11-I6,5-I6
11,I7,5,I7,11-I7,5-I7
11,I8,5,I8,11-I8,5-I8
11,I9,5,I9,11-I9,5-I9
11,I10,5,I10,11-I10,5-I10
11,I11,5,I11,11-I11,5-I11
11,I12,5,I12,11-I12,5-I12
11,I13,5,I13,11-I13,5-I13
11,I14,5,I14,11-I14,5-I14
11,I15,5,I15,11-I15,5-I15
11,I16,5,I16,11-I16,5-I16
11,I17,5,I17,11-I17,5-I17
11,I18,5,I18,11-I18,5-I18
11,I19,,"更換至5廳或17廳,洽服務台",11-I19,"-更換至5廳或17廳,洽服務台"
11,I20,,"更換至5廳或17廳,洽服務台",11-I20,"-更換至5廳或17廳,洽服務台"
11,J1,5,J1,11-J1,5-J1
11,J2,5,J2,11-J2,5-J2
11,J3,5,J3,11-J3,5-J3
11,J4,5,J4,11-J4,5-J4
11,J5,5,J5,11-J5,5-J5
11,J6,5,J6,11-J6,5-J6
11,J7,5,J7,11-J7,5-J7
11,J8,5,J8,11-J8,5-J8
11,J9,5,J9,11-J9,5-J9
11,J10,5,J10,11-J10,5-J10
11,J11,5,J11,11-J11,5-J11
11,J12,5,J12,11-J12,5-J12
11,J13,5,J13,11-J13,5-J13
11,J14,5,J14,11-J14,5-J14
11,J15,5,J15,11-J15,5-J15
11,J16,5,J16,11-J16,5-J16
11,J17,5,J17,11-J17,5-J17
11,J18,5,J18,11-J18,5-J18
11,J19,,"更換至5廳或17廳,洽服務台",11-J19,"-更換至5廳或17廳,洽服務台"
11,J20,,"更換至5廳或17廳,洽服務台",11-J20,"-更換至5廳或17廳,洽服務台"
11,K1,5,K1,11-K1,5-K1
11,K2,5,K2,11-K2,5-K2
11,K3,5,K3,11-K3,5-K3
11,K4,5,K4,11-K4,5-K4
11,K5,5,K5,11-K5,5-K5
11,K6,5,K6,11-K6,5-K6
11,K7,5,K7,11-K7,5-K7
11,K8,5,K8,11-K8,5-K8
11,K9,5,K9,11-K9,5-K9
11,K10,5,K10,11-K10,5-K10
11,K11,5,K11,11-K11,5-K11
11,K12,5,K12,11-K12,5-K12
11,K13,5,K13,11-K13,5-K13
11,K14,5,K14,11-K14,5-K14
11,K15,5,K15,11-K15,5-K15
11,K16,5,K16,11-K16,5-K16
11,K17,5,K17,11-K17,5-K17
11,K18,5,K18,11-K18,5-K18
11,K19,,"更換至5廳或17廳,洽服務台",11-K19,"-更換至5廳或17廳,洽服務台"
11,K20,,"更換至5廳或17廳,洽服務台",11-K20,"-更換至5廳或17廳,洽服務台"
11,L1,5,L1,11-L1,5-L1
11,L2,5,L2,11-L2,5-L2
11,L3,5,L3,11-L3,5-L3
11,L4,5,L4,11-L4,5-L4
11,L5,5,L5,11-L5,5-L5
11,L6,5,L6,11-L6,5-L6
11,L7,5,L7,11-L7,5-L7
11,L8,5,L8,11-L8,5-L8
11,L9,5,L9,11-L9,5-L9
11,L10,5,L10,11-L10,5-L10
11,L11,5,L11,11-L11,5-L11
11,L12,5,L12,11-L12,5-L12
11,L13,5,L13,11-L13,5-L13
11,L14,5,L14,11-L14,5-L14
11,L15,5,L15,11-L15,5-L15
11,L16,5,L16,11-L16,5-L16
11,L17,5,L17,11-L17,5-L17
11,L18,5,L18,11-L18,5-L18
11,L19,,"更換至5廳或17廳,洽服務台",11-L19,"-更換至5廳或17廳,洽服務台"
11,L20,,"更換至5廳或17廳,洽服務台",11-L20,"-更換至5廳或17廳,洽服務台"
11,M1,5,M1,11-M1,5-M1
11,M5,,"更換至5廳或17廳,洽服務台",11-M5,"-更換至5廳或17廳,洽服務台"
11,M6,,"更換至5廳或17廳,洽服務台",11-M6,"-更換至5廳或17廳,洽服務台"
11,M7,5,M7,11-M7,5-M7
11,M8,5,M8,11-M8,5-M8
11,M9,5,M9,11-M9,5-M9
11,M10,5,M10,11-M10,5-M10
11,M11,5,M11,11-M11,5-M11
11,M12,5,M12,11-M12,5-M12
11,M13,,"更換至5廳或17廳,洽服務台",11-M13,"-更換至5廳或17廳,洽服務台"
